nom_col,LATITUD,LONGITUD,DIRECCION_FORMATEADA,TIPO_UBICACION,PLACE_ID,TIPOS,TIMESTAMP
MODELO,29.1035352,-110.9581147,"Modelo, 83190 Hermosillo, Son., Mexico",APPROXIMATE,ChIJtXA1SSmEzoYRrfIvQ7g0k_w,"political, sublocality, sublocality_level_1",2025-11-05T23:17:40.554394
MONARCA,29.1252015,-111.0137904,"Monarca, Villa Sauces, 83179 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJPbFFcjmBzoYRYW-cRLCDdDk,route,2025-11-05T23:17:40.903542
MONETT RESIDENCIAL,29.0565767,-110.9980357,"Av. Bazille, 83287 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJDz1ssfOFzoYROutQLT99Nw8,"establishment, point_of_interest",2025-11-05T23:17:41.270579
MONTALBAN RESIDENCIAL,29.14354,-111.008044,"Calle 100, Ejidal, 83116 Playa del Carmen, Q.R., Mexico",GEOMETRIC_CENTER,ChIJ0Qr2JSiBzoYRpENu21caRaY,"establishment, point_of_interest",2025-11-05T23:17:41.622280
MONTE DE CALABRIA RESIDENCIAL,29.0606828,-111.0042629,"Monte de Calabria Residencial, Blvd. Camino del Seri, Villa Bonita Residencial, 83288 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJWyGBOliDzoYRO_LRRUvtJiE,"establishment, point_of_interest",2025-11-05T23:17:41.981692
MONTEBELLO RESIDENCIAL,29.0888878,-110.9957203,"Plaza Montebello, Montebello, 83210 Hermosillo, Son., Mexico",ROOFTOP,ChIJG6WDXgiEzoYROvTaJLhnm1A,"premise, street_address",2025-11-05T23:17:42.345391
MONTECARLO,29.0647339,-110.9961161,"Montecarlo, 83288 Hermosillo, Sonora, Mexico",APPROXIMATE,ChIJIaluhXiEzoYRhDzTIICL2HY,"political, sublocality, sublocality_level_1",2025-11-05T23:17:42.686378
MONTEREAL,29.090571,-110.989246,"Montreal, Raquet Club, 83200 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJsW3IkA-EzoYRpI4iqLCQrRs,route,2025-11-05T23:17:43.047747
MONTEROSA RESIDENCIAL,29.153322,-110.953343,"Avenida Del Tibet, Monterosa, 83106 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJaZs-LACHzoYRYSR-UP-v3sc,"establishment, general_contractor, point_of_interest",2025-11-05T23:17:43.399874
MONTESINOS,29.1366147,-111.0265118,"Montesinos, 83116 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ-UrLVViBzoYRyWJNj3vxHd8,"establishment, park, point_of_interest",2025-11-05T23:17:43.759163
MORELOS,29.1218472,-110.9513228,"Bulevar José María Morelos, Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ_WcwtomGzoYRtF6I6dj37cM,route,2025-11-05T23:17:44.115902
MURANO RESIDENCIAL,29.107353,-111.0247063,"Blvd. Perimetral y, Fraccionamiento Murano, De las Perlas, 83175 Hermosillo, Son., Mexico",ROOFTOP,ChIJDdJ8VYCBzoYRrC-CaJMiBAA,"establishment, general_contractor, point_of_interest",2025-11-05T23:17:44.464797
NACAMERI,29.0605299,-110.9752408,"Nacameri, 83287 Hermosillo, Son., Mexico",APPROXIMATE,ChIJp1eyp4qEzoYRqtPIcLUYRaM,"political, sublocality, sublocality_level_1",2025-11-05T23:17:44.817580
NATURA,29.0852719,-110.9967828,"Privada Natura, 83249 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ9c8e8QmEzoYRpQQu28-qX80,route,2025-11-05T23:17:45.165508
NORBERTO ORTEGA,29.13500909999999,-110.9990966,"Norberto Ortega, 83116 Hermosillo, Son., Mexico",APPROXIMATE,ChIJBb1TsjKBzoYRHI91x7wanPg,"political, sublocality, sublocality_level_1",2025-11-05T23:17:45.522434
NUEVA CASTILLA,29.1245262,-111.0017046,"Nueva Castilla, Hermosillo, Son., Mexico",APPROXIMATE,ChIJdyOZojWBzoYR8z7iwJvIm2k,"political, sublocality, sublocality_level_1",2025-11-05T23:17:45.875421
NUEVA ESPAÑA,29.1139571,-111.0005869,"Sahuaro Area sin Asignacion de Colonia, Hermosillo, Son., Mexico",APPROXIMATE,ChIJHT2BRkyBzoYRN5cv0wetRDo,"political, sublocality, sublocality_level_1",2025-11-05T23:17:46.222055
NUEVA ESPERANZA,28.8394368,-111.4715588,"Nueva Esperanza, 83349 Miguel Alemán, Son., Mexico",APPROXIMATE,ChIJowE0mVY_zIYRFV5yEYSEv5M,"political, sublocality, sublocality_level_1",2025-11-05T23:17:46.577150
NUEVA GALICIA,29.0795828,-110.990155,"Nueva Galicia, Hermosillo, Son., Mexico",APPROXIMATE,ChIJO_dFN3OEzoYRPuldzIjmzGw,"political, sublocality, sublocality_level_1",2025-11-05T23:17:46.938451
NUEVA ILUSION,29.0850172,-110.9526964,"Mariano Matamoros, Centro, 83000 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJI1yYUKWFzoYRt-a__qlwr34,"establishment, point_of_interest",2025-11-05T23:17:47.303881
NUEVA PALMIRA,29.1147125,-111.0214508,"Nueva Palmira, Hermosillo, Son., Mexico",APPROXIMATE,ChIJkYU6v0GBzoYRtsPlikBLyPk,"political, sublocality, sublocality_level_1",2025-11-05T23:17:47.661769
NUEVA VICTORIA,29.1209786,-110.8977614,"La Victoria, 83304 Hermosillo, Son., Mexico",APPROXIMATE,ChIJGckYhauIzoYRoHEADXYg47s,"political, sublocality, sublocality_level_1",2025-11-05T23:17:48.017206
NUEVO HERMOSILLO,29.0083807,-110.9335005,"Nuevo Hermosillo, 83296 Hermosillo, Son., Mexico",APPROXIMATE,ChIJC51kX8iazoYRBAI0DDIBOJg,"political, sublocality, sublocality_level_1",2025-11-05T23:17:48.397733
NUEVO HORIZONTE,29.1516842,-110.9882922,"Nuevo Horizonte, 83105 Hermosillo, Son., Mexico",APPROXIMATE,ChIJ0zIrxCiHzoYRFF_y7TRI_Hc,"political, sublocality, sublocality_level_1",2025-11-05T23:17:48.752997
NUEVO SAHUARO,29.1016127,-111.0188428,"Nuevo Sahuaro, Hermosillo, Son., Mexico",APPROXIMATE,ChIJDcVn1F2BzoYRBjmw3b5Y1Ms,"political, sublocality, sublocality_level_1",2025-11-05T23:17:49.107930
OASIS DEL SOL,29.0490439,-111.0019746,"Oasis del Sol, 83285 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJlVkZSXyDzoYR0lyGwH0ghcE,route,2025-11-05T23:17:49.461795
OASIS LANTANA,29.1299533,-111.0118331,"83179, C. Angel Arreola 751, El Chaparral, 83179 Hermosillo, Son., Mexico",ROOFTOP,ChIJNXYVGzuBzoYRlwIIrRtbzNk,"establishment, point_of_interest",2025-11-05T23:17:49.821234
OASIS PALMEIRA,29.0511948,-111.0024097,"Blvd. Batallón San Patricio, 83285 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJhdnaNXKDzoYRsiR4uOWGQqU,"establishment, point_of_interest",2025-11-05T23:17:50.178673
OASIS SOLANA,29.0490439,-111.0019746,"Oasis del Sol, 83285 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJlVkZSXyDzoYR0lyGwH0ghcE,route,2025-11-05T23:17:50.503129
OBISPOS,29.0894743,-111.0010724,"San Luis Obispo, Capistrano, 83249 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJn7t-1fmDzoYRCCEKnPsOOhQ,route,2025-11-05T23:17:50.857991
OLIVARES,29.1024268,-110.9819586,"Olivares, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ6acV5x2EzoYRs-ePQdRtVWg,"political, sublocality, sublocality_level_1",2025-11-05T23:17:51.209742
OPATAS,29.1559056,-111.009156,"Opatas, 83117 Hermosillo, Son., Mexico",APPROXIMATE,ChIJA2o-6c-AzoYReT7gQM_3AMc,"political, sublocality, sublocality_level_1",2025-11-05T23:17:51.555354
PALERMO RESIDENCIAL,29.1375633,-110.9534721,"Blvd. José María Morelos y Pavón 749, Cumbres Residencial, 83147 Hermosillo, Son., Mexico",ROOFTOP,ChIJg0wto6eHzoYRJxogpsG6Su0,"establishment, point_of_interest",2025-11-05T23:17:51.915377
PALMA DORADA,29.1241015,-111.0395986,"Palmeto, 83177 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJZVhgT3SBzoYRwhRtgpKvwsY,"establishment, point_of_interest",2025-11-05T23:17:52.273951
PALMAR DEL SOL,29.0785068,-110.9797232,"Palmar del Sol, Hermosillo, Son., Mexico",APPROXIMATE,ChIJS13Ev2uEzoYReDEII_UKGNE,"political, sublocality, sublocality_level_1",2025-11-05T23:17:52.635112
PALO FIERRO,29.1620196,-111.0035675,"Palo Fierro, 83117 Hermosillo, Son., Mexico",APPROXIMATE,ChIJM-YR_cuAzoYR_3wGQaxtEB4,"political, sublocality, sublocality_level_1",2025-11-05T23:17:52.980393
PALO VERDE,29.0472246,-110.9715269,"Palo Verde, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ95bnZ5SEzoYRf8DxBRBZZN4,"political, sublocality, sublocality_level_1",2025-11-05T23:17:53.338398
PALO VERDE INDEUR,29.0385866,-110.9819586,"Palo Verde Indeur, 83284 Hermosillo, Son., Mexico",APPROXIMATE,ChIJg5r8kpWEzoYRe06FcZW-478,"political, sublocality, sublocality_level_1",2025-11-05T23:17:53.696164
PANTEON,29.016657,-112.161131,"83337 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJwSCOlxwfzYYRrGw7baY_rbU,"establishment, place_of_worship, point_of_interest",2025-11-05T23:17:54.048675
PARADA CANO,29.0464505,-110.9988591,"Rafael Sesma Verdugo 107, Real de Minas, 83285 Hermosillo, Son., Mexico",ROOFTOP,ChIJwQVMWn2DzoYR7uxW4p_s-AI,"establishment, health, pharmacy, point_of_interest, store",2025-11-05T23:17:54.401677
PARQUE CENTRAL,29.0402208,-110.9441976,"Parque Central, Las Lomas, 83293 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJbZ3p0yOFzoYRfZC5KiIRJdU,route,2025-11-05T23:17:54.761902
PARQUE INDUSTRIAL,29.0180288,-110.9119181,"Parque Industrial, Hermosillo, Son., Mexico",APPROXIMATE,ChIJN1IdF6SazoYRDAr8uB_2KJM,"political, sublocality, sublocality_level_1",2025-11-05T23:17:55.113344
PARQUE INDUSTRIAL DINATECH,29.0033258,-110.9126632,"Parque Industrial Dinatech, 83297 Hermosillo, Son., Mexico",APPROXIMATE,ChIJQfrGNaKazoYR3tvKMWzFM-w,"political, sublocality, sublocality_level_1",2025-11-05T23:17:55.500592
PASEO CASA BLANCA,29.0786614,-110.9394675,"C. Casa Blanca, Casa Blanca, 83079 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ-ytmGbCFzoYRCgdegwEd7L4,route,2025-11-05T23:17:55.865959
PASEO DE LA COLINA,29.0883355,-110.9748283,"P.º de La Colina, Valle Verde, 83200 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJE26H_hWEzoYRHMV_pMUjXhU,route,2025-11-05T23:17:56.218123
PASEO DE LAS MARGARITAS,29.1310004,-110.9577422,"Paseo de las Margaritas, Hermosillo, Son., Mexico",APPROXIMATE,ChIJeSPwQ_OGzoYR0DYmK2ZbTMs,"political, sublocality, sublocality_level_1",2025-11-05T23:17:56.571515
PASEO DE LAS MISIONES,29.0818435,-111.0272537,"P.º de las Misiones, 83224 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJG7Lpg8ODzoYRbyH-2lbvN5A,route,2025-11-05T23:17:56.923686
PASEO DE PALMAS,29.1538367,-110.9793507,"Paseo de Palmas, 83105 Hermosillo, Son., Mexico",APPROXIMATE,ChIJa8TOWSGHzoYR-x2gvRZpLmo,"political, sublocality, sublocality_level_1",2025-11-05T23:17:57.268998
PASEO DEL CID RESIDENCIAL,29.1614072,-110.9788125,"Del Cid, 83107 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJDUX3lDyHzoYR-ewcVf8gxsw,route,2025-11-05T23:17:57.624970
PASEO DEL SOL,29.0805541,-110.984194,"Paseo del Sol, Hermosillo, Son., Mexico",APPROXIMATE,ChIJv0JFQW2EzoYRQOS-wywjRDE,"political, sublocality, sublocality_level_1",2025-11-05T23:17:57.964835
PASEO REAL RESIDENCIAL,29.0545269,-110.9994637,"Cerrada La Realeza boulevard San Pedro y San Pablo, Sección Las Placitas, 83287 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJTcFtlX-DzoYR3PZgkINXUdc,"establishment, point_of_interest",2025-11-05T23:17:58.321134
PASEO SAN ANGEL,29.0603276,-110.9976064,"Paseo San Angel, 83287 Hermosillo, Son., Mexico",APPROXIMATE,ChIJaUdtc3-EzoYRRpwfildkElM,"political, sublocality, sublocality_level_1",2025-11-05T23:17:58.675824
PASEO SAN NGEL SECC LAS PLACITAS,29.058454,-111.0005869,"Secc las Placitas, 83287 Hermosillo, Son., Mexico",APPROXIMATE,ChIJHyuqWoCDzoYRn4spS0WLZGQ,"political, sublocality, sublocality_level_1",2025-11-05T23:17:59.060833
PASEO SAN NGEL SECC LOS ALAMOS,29.0575606,-111.00394,"Secc los Alamos, 83287 Hermosillo, Son., Mexico",APPROXIMATE,ChIJFaxhkoGDzoYR_c_ojxp2FWI,"political, sublocality, sublocality_level_1",2025-11-05T23:17:59.441934
PASEOS DEL PEDREGAL,29.174187,-111.0203331,"Fraccionamiento Paseos del Pedregal, 83318 Hermosillo, Son., Mexico",APPROXIMATE,ChIJDzBEPr2AzoYRA3sS2--nlDs,"political, sublocality, sublocality_level_1",2025-11-05T23:17:59.780934
PASEOS DEL PEDREGAL CERRADA DIAMANTE,29.159701,-111.0113914,"Col Diamante, 83117 Hermosillo, Son., Mexico",APPROXIMATE,ChIJfZ49CcaAzoYRMWhW5bsBL_I,"political, sublocality, sublocality_level_1",2025-11-05T23:18:00.125446
PASEOS DEL PEDREGAL CERRADA PLATINO,29.174187,-111.0203331,"Fraccionamiento Paseos del Pedregal, 83318 Hermosillo, Son., Mexico",APPROXIMATE,ChIJDzBEPr2AzoYRA3sS2--nlDs,"political, sublocality, sublocality_level_1",2025-11-05T23:18:00.463277
PASEOS DEL PEDREGAL SECCION II,29.174187,-111.0203331,"Fraccionamiento Paseos del Pedregal, 83318 Hermosillo, Son., Mexico",APPROXIMATE,ChIJDzBEPr2AzoYRA3sS2--nlDs,"political, sublocality, sublocality_level_1",2025-11-05T23:18:00.805663
PEDREGAL DE LA VILLA,29.0457259,-110.9551343,"Pedregal de la Villa, Hermosillo, Son., Mexico",APPROXIMATE,ChIJM458CeGEzoYReqHkVmg8tlA,"political, sublocality, sublocality_level_1",2025-11-05T23:18:01.150518
PERIODISTA,29.1060478,-110.946938,"Periodista, Hermosillo, Son., Mexico",APPROXIMATE,ChIJq2o3TtSFzoYRXgD_gZStoQE,"political, sublocality, sublocality_level_1",2025-11-05T23:18:01.503167
PERISUR,29.0310922,-110.946938,"Perisur, 83294 Hermosillo, Son., Mexico",APPROXIMATE,ChIJ41wlLiaFzoYRFWzSHHN53BI,"political, sublocality, sublocality_level_1",2025-11-05T23:18:01.847811
PEÑASCO RESIDENCIAL,29.0670031,-110.9711848,"Peñasco, 83288 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJRxWfeV6EzoYRrW4E-yQtaqA,route,2025-11-05T23:18:02.206571
PILARES,29.1467964,-110.9959298,"Pilares, 83117 Hermosillo, Son., Mexico",APPROXIMATE,ChIJ10schiqHzoYRrYrccBBJu7Y,"political, sublocality, sublocality_level_1",2025-11-05T23:18:02.547209
PILARES PORTAL,29.1467964,-110.9959298,"Pilares, 83117 Hermosillo, Son., Mexico",APPROXIMATE,ChIJ10schiqHzoYRrYrccBBJu7Y,"political, sublocality, sublocality_level_1",2025-11-05T23:18:02.876784
PIMENTEL,29.0959049,-110.9879197,"Pimentel, Hermosillo, Son., Mexico",APPROXIMATE,ChIJQURSngSEzoYRo0GesQ9sc94,"political, sublocality, sublocality_level_1",2025-11-05T23:18:03.233396
PITIC,29.1008936,-110.940232,"Pitic, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ9WVYB9GFzoYRBOGwTrnvUZw,"political, sublocality, sublocality_level_1",2025-11-05T23:18:03.578747
PLAZA GRANDE,29.1126089,-110.9972433,"Pl. Grande, 83125 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJH1dnprKGzoYRfInGgN8QWcw,route,2025-11-05T23:18:03.922430
PLAZA REAL,29.1225669,-111.0009595,"Plaza Real, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ9aSRkUqBzoYRmqco_f-qUpA,"political, sublocality, sublocality_level_1",2025-11-05T23:18:04.269210
PORTAL DE ROMANZA,29.1567945,-110.9994692,"Fraccionamiento Portal de Romanza, 83117 Hermosillo, Son., Mexico",APPROXIMATE,ChIJK2jDWM2AzoYRvSXaYkvPe4k,"political, sublocality, sublocality_level_1",2025-11-05T23:18:04.629313
PORTAL DEL LAGO,29.0749274,-110.9910338,"Cda. del Lago 21, Valle Bonito, 83240 Hermosillo, Son., Mexico",ROOFTOP,ChIJ3w233XOEzoYRMp5-XSSTry8,"establishment, point_of_interest",2025-11-05T23:18:04.990357
PORTAL DEL PITIC,29.0620064,-110.9924583,"C. Portal del Pitic, 83287 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJe_caIHyEzoYREDBztxCgSgs,route,2025-11-05T23:18:05.343163
PRADERAS DEL REAL,29.1440894,-111.0262943,"Praderas del Real, 83318 Hermosillo, Son., Mexico",APPROXIMATE,ChIJd-duCOGAzoYRybmtXmoxWRw,"political, sublocality, sublocality_level_1",2025-11-05T23:18:05.698564
PRADERAS DEL SOL,29.1421309,-111.0255491,"Praderas del Sol, 83318 Hermosillo, Son., Mexico",APPROXIMATE,ChIJe6IuyeGAzoYRdKLIPNIdUhE,"political, sublocality, sublocality_level_1",2025-11-05T23:18:06.060718
PRADERAS DEL VALLE,29.1543126,-110.9710024,"Del Valle, Santa Barbara, 83114 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJH5XJ3B6HzoYRF6kQse-AOOs,route,2025-11-05T23:18:06.414601
PRADOS DEL CENTENARIO,29.0788176,-110.9692915,"Prados del Centenario, 83260 Hermosillo, Son., Mexico",APPROXIMATE,ChIJdQeSUkGEzoYR9VrKCc8g1wg,"political, sublocality, sublocality_level_1",2025-11-05T23:18:06.764690
PRADOS DEL SOL,29.1174986,-110.9618403,"Prados del Sol, Hermosillo, Son., Mexico",APPROXIMATE,ChIJv-kaQYWGzoYRLsN6dWVXf6A,"political, sublocality, sublocality_level_1",2025-11-05T23:18:07.136435
PRIMAVERA,28.8254821,-111.943679,"Primavera, 83343 Bahía de Kino, Son., Mexico",APPROXIMATE,ChIJYcqCGzH3zIYR9Br1kvTam3w,"political, sublocality, sublocality_level_1",2025-11-05T23:18:07.471354
PRIMERO HERMOSILLO,29.1315772,-110.9946258,"Primero Hermosillo, Hermosillo, Son., Mexico",APPROXIMATE,ChIJzyPV4syGzoYR93KNxzK12Y0,"political, sublocality, sublocality_level_1",2025-11-05T23:18:07.817375
PRIV REAL DEL PARQUE,29.0373282,-110.9435476,"Real del Parque, 83293 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJvZQWDCSFzoYRXuAbJ-peLvU,route,2025-11-05T23:18:08.185337
PRIV RESIDENCIAL MONACO,29.0679711,-110.9826806,"Mónaco Privada Residencial, Marsella Residencial, 83288 Hermosillo, Son., Mexico",APPROXIMATE,ChIJzwL5q2WEzoYRa8KEatO9Y4k,"neighborhood, political",2025-11-05T23:18:08.544351
PRIVADA DOS LAS LOMAS,29.1399455,-110.9632454,"Priv. 2, Insurgentes, 83106 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJUYFz-u-GzoYRTGs-77CXvM4,route,2025-11-05T23:18:08.916813
PRIVADA LOMA ALTA,29.0387301,-110.941051,"Loma Alta, Las Lomas, 83293 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJPxHteiOFzoYRHMJx6dsE2eI,route,2025-11-05T23:18:09.280239
PRIVADA PARQUE ALAMEDA,29.0401145,-110.9454118,"Priv. Parque Alameda, Las Lomas, 83293 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJXylLpyGFzoYRP74Ewioz9Us,route,2025-11-05T23:18:09.624507
PRIVADA ROSALES,29.0635118,-110.9725235,"Cjon. Rosales, Privada Rosales, 83288 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ3VWLX-GFzoYRBDFMl2PaWXY,"establishment, point_of_interest",2025-11-05T23:18:09.994551
PRIVADA SACRAMENTO,29.1202557,-111.0505259,"Av Gaspar Luken Escalante, 83177 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJKZHXOaGBzoYRtnHSLaeWH64,"establishment, point_of_interest",2025-11-05T23:18:10.350850
PRIVADA SAHUARO,29.1126726,-111.0079521,"Sahuaro, Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJCbEio0-BzoYRLE-HsOsWEcc,route,2025-11-05T23:18:10.703708
PRIVADAS DE BUGAMBILIAS,29.0766566,-110.9393614,"Priv, 83070 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJSVF38q-FzoYRAGZfH0K3B70,route,2025-11-05T23:18:11.047928
PRIVADAS DE MIRADOR I,29.1197476,-110.9558078,"C. Uno, Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ2_e0r4iGzoYRmWkN8ABpzeQ,route,2025-11-05T23:18:11.415199
PRIVADAS DE MIRADOR II,29.1285733,-111.0206473,"Av. Juan Pablo II, El Chaparral, 83179 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJRclODj2BzoYR2k00rXLvdQI,route,2025-11-05T23:18:11.748951
PRIVADAS DEL BOSQUE,29.1506806,-111.0050577,"Privadas del Bosque, 83117 Hermosillo, Son., Mexico",APPROXIMATE,ChIJGfV1V9GAzoYRkFlxtxW8dhI,"political, sublocality, sublocality_level_1",2025-11-05T23:18:12.116516
PRIVADAS DEL REAL,29.1477582,-111.0229411,"Privadas del Real, 83318 Hermosillo, Son., Mexico",APPROXIMATE,ChIJb1sIUOeAzoYR4TvIhOi0JOs,"political, sublocality, sublocality_level_1",2025-11-05T23:18:12.467445
PRIVADAS DEL REY,29.1719109,-111.0164143,"Av. La Quinta 72, 83318 Hermosillo, Son., Mexico",ROOFTOP,ChIJ-7gF2ZiBzoYR1W9JlmUoHDs,"establishment, lodging, point_of_interest",2025-11-05T23:18:12.832207
PRIVADAS DEL REY ETAPA II,29.1719109,-111.0164143,"Av. La Quinta 72, 83318 Hermosillo, Son., Mexico",ROOFTOP,ChIJ-7gF2ZiBzoYR1W9JlmUoHDs,"establishment, lodging, point_of_interest",2025-11-05T23:18:13.190670
PRIVADAS DEL SAUCE,29.1534121,-111.0031949,"Fraccionamiento Privadas del Sauce, 83117 Hermosillo, Son., Mexico",APPROXIMATE,ChIJo6FBNtKAzoYRQXMt3KETwUU,"political, sublocality, sublocality_level_1",2025-11-05T23:18:13.531268
PRIVADAS SANTA CLARA,29.1713867,-111.0209905,"83318 Hermosillo, Sonora, Mexico",GEOMETRIC_CENTER,ChIJew_Qf6uBzoYRp8q5SLra8WQ,"establishment, lodging, point_of_interest",2025-11-05T23:18:13.884388
PROGRESISTA,29.1221095,-110.9931356,"Progresista, Hermosillo, Son., Mexico",APPROXIMATE,ChIJxVWtzrWGzoYRbcTf8WitJrk,"political, sublocality, sublocality_level_1",2025-11-05T23:18:14.235795
PROGRESO,28.8229501,-111.9321279,"Progreso, 83342 Bahía de Kino, Son., Mexico",APPROXIMATE,ChIJLY0BLyP3zIYR7toNW3YoVrE,"political, sublocality, sublocality_level_1",2025-11-05T23:18:14.578183
PROYECTO RIO SONORA,29.0680537,-110.9480196,"Proyecto Rio Sonora Hermosillo XXI, Hermosillo, Son., Mexico",APPROXIMATE,ChIJGRzNB6yFzoYRNgPnep1j87k,"political, sublocality, sublocality_level_1",2025-11-05T23:18:14.921993
PROYECTO VILLAS DEL COLORADO,29.14971809999999,-111.0336658,"Blvd. Parque Central, 83318 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJUxo8ddiBzoYR_KepOn0V56Y,"establishment, point_of_interest",2025-11-05T23:18:15.292486
PUEBLITOS,29.1585153,-111.0080383,"Pueblitos, 83117 Hermosillo, Son., Mexico",APPROXIMATE,ChIJJfCUmsaAzoYRof-wcesaXLI,"political, sublocality, sublocality_level_1",2025-11-05T23:18:15.633406
PUEBLITOS SECC GUARIJIOS,29.1583262,-111.0097317,"Guarijios, Pueblitos, 83117 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJaWZ2cs-AzoYR4QcPYpRP_es,route,2025-11-05T23:18:15.983878
PUEBLITOS SECC KIKAPU,29.1579613,-111.0076689,"Kikapu Park, Cda. Kikapu 11, Pueblitos, 83117 Hermosillo, Son., Mexico",ROOFTOP,ChIJMz6qFwCBzoYRyTc8YjFhe_M,"establishment, park, point_of_interest",2025-11-05T23:18:16.352069
PUEBLITOS SECC KUKAPA,29.1572271,-111.0080982,"Calle Cda. Kukapa, Pueblitos, 83117 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJieIJn8-AzoYRvZSsyAZ5ank,route,2025-11-05T23:18:16.708476
PUEBLITOS SECC PAPAGOS,29.1575331,-111.0060029,"Pápagos, Pueblitos, 83117 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,EjNQw6FwYWdvcywgUHVlYmxpdG9zLCA4MzExNyBIZXJtb3NpbGxvLCBTb24uLCBNZXhpY28iLiosChQKEgkrJmlQzoDOhhF7xmR8cnVqtxIUChIJJfCUmsaAzoYRof-wcesaXLI,route,2025-11-05T23:18:17.084553
PUEBLITOS SECC PIMAS,29.156311,-111.0075439,"Calz. Pueblitos, Pimas, Hermosillo, Son., Mexico",GEOMETRIC_CENTER,EjBDYWx6LiBQdWVibGl0b3MsIFBpbWFzLCBIZXJtb3NpbGxvLCBTb24uLCBNZXhpY28iLiosChQKEglJpzilz4DOhhGEqeHrjaox4hIUChIJq3oQ1tGAzoYRwa3H5SxZV2s,route,2025-11-05T23:18:17.450192
PUEBLO ALEGRE,29.1538676,-111.0110188,"Pueblo Alegre, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ7xb3pdqAzoYR-cZqnu7o0Zw,"political, sublocality, sublocality_level_1",2025-11-05T23:18:17.797265
PUEBLO ALTO,29.1320582,-110.9555068,"Pueblo Alto, Hermosillo, Son., Mexico",APPROXIMATE,ChIJR2iXl_SGzoYRXjL2aGZSTdI,"political, sublocality, sublocality_level_1",2025-11-05T23:18:18.146967
PUEBLO BONITO,29.1604316,-111.0069206,"Pueblo Bonito, 83117 Hermosillo, Son., Mexico",APPROXIMATE,ChIJS_RD0ciAzoYRUhlDVUT-SQs,"political, sublocality, sublocality_level_1",2025-11-05T23:18:18.495613
PUEBLO DEL ORO,29.1607597,-111.009156,"Pueblo del Oro, 83117 Hermosillo, Son., Mexico",APPROXIMATE,ChIJV25YtciAzoYRFGlz95o03Rs,"political, sublocality, sublocality_level_1",2025-11-05T23:18:18.836000
PUEBLO DEL SOL,29.1568103,-111.0184702,"Pueblo del Sol, 83318 Hermosillo, Son., Mexico",APPROXIMATE,ChIJj3Tor8OAzoYRvhLU4IkMEuA,"political, sublocality, sublocality_level_1",2025-11-05T23:18:19.227493
PUEBLO ESCONDIDO,29.1537019,-111.0179261,"Pueblo Escondido, 83318 Hermosillo, Son., Mexico",APPROXIMATE,ChIJu0vmnsSAzoYRieYRENv1P68,"political, sublocality, sublocality_level_1",2025-11-05T23:18:19.582770
