nom_col,LATITUD,LONGITUD,DIRECCION_FORMATEADA,TIPO_UBICACION,PLACE_ID,TIPOS,TIMESTAMP
CLUB DE GOLF LOS LAGOS,29.0721003,-111.0024382,"B Pte. 222, Los Lagos, 83245 Hermosillo, Son., Mexico",ROOFTOP,ChIJ9U8jAcmDzoYR-C-Gp4BEK8k,"establishment, point_of_interest",2025-11-05T23:16:20.134951
CNOP,29.1322994,-110.9838214,"CNOP, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ22CeNMSGzoYRgProGgt0doU,"political, sublocality, sublocality_level_1",2025-11-05T23:16:20.468508
COLINA BLANCA,29.1319323,-110.9530852,"Colina Blanca II, 83148 Hermosillo, Son., Mexico",APPROXIMATE,ChIJcYCGIvWGzoYR2bicwSlxmJ8,"political, sublocality, sublocality_level_1",2025-11-05T23:16:20.818850
COLINAS DE SAN JAVIER,29.1344871,-110.9468231,"P.º de La Paloma 67, La Paloma III, 83146 Hermosillo, Son., Mexico",ROOFTOP,ChIJLxiojtSHzoYRSn_r-USMVtU,"establishment, point_of_interest",2025-11-05T23:16:21.190348
COLINAS DEL SOL,29.1508745,-110.9592324,"Colinas del Sol, 83106 Hermosillo, Son., Mexico",APPROXIMATE,ChIJ6an1ZgKHzoYRHhsRMwToGgI,"political, sublocality, sublocality_level_1",2025-11-05T23:16:21.546198
COLINAS RESIDENCIAL,29.1212444,-110.9558794,"Las Colinas, Hermosillo, Son., Mexico",APPROXIMATE,ChIJj-Je64iGzoYRcZCLwhcJTHQ,"political, sublocality, sublocality_level_1",2025-11-05T23:16:21.903939
COLOSO ALTO,29.086511,-110.9372676,"Circunvalación, Sin Asignación En Nombre de Asentamiento, 83040 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJMTgW0FOFzoYRaQjV8Nf-IKQ,"establishment, point_of_interest, tourist_attraction",2025-11-05T23:16:22.261917
COLOSO BAJO,29.081229,-110.9347076,"C. Nueva Circunvalación 968, Coloso, 83040 Hermosillo, Son., Mexico",ROOFTOP,ChIJpSP4DoiFzoYRn8-4ONlIvCA,"establishment, point_of_interest",2025-11-05T23:16:22.620996
COMBATE,29.0729673,-110.9559192,"Hermosillo, Sonora, Mexico",APPROXIMATE,ChIJ5a7femiEzoYR-X-I6ZVTPbM,"locality, political",2025-11-05T23:16:22.956398
COMPOSTELA RESIDENCIAL,29.0836228,-111.0231715,"Cda. Galena 4, 83224 Hermosillo, Son., Mexico",ROOFTOP,ChIJVUXM-PSDzoYROknoOUN1RTw,"establishment, point_of_interest",2025-11-05T23:16:23.307702
CONCORDIA RESIDNCIAL,29.0771515,-111.0126501,"Bulevar Luis Donaldo Colosio, 83244 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJp-nYYaGBzoYRNm2irbfX0X0,"establishment, point_of_interest, real_estate_agency",2025-11-05T23:16:23.680686
CONDESA,29.0542323,-110.998456,"C. Condesa, 83287 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJQ0vC1X-DzoYRk_E0cMaXXvU,route,2025-11-05T23:16:24.052098
CONDOMINIOS INN,29.0864928,-111.0191791,"Priv. San Lucio 14, Residencial Los Santos, 83224 Hermosillo, Son., Mexico",ROOFTOP,ChIJncKMRrCDzoYRNZxgWjaGnFo,"establishment, point_of_interest",2025-11-05T23:16:24.445040
CONJUNTO ALBORADA,29.0795768,-110.9801425,"Av. de Alborada, Palmar del Sol, 83250 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ5zCsfmuEzoYRQPhR6aREnUY,route,2025-11-05T23:16:24.775135
CONQUISTADORES,29.1186483,-110.9994692,"Conquistadores, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ1bQJR0uBzoYRTcKe3sz6CHQ,"political, sublocality, sublocality_level_1",2025-11-05T23:16:25.128608
CONSTITUCION,29.102545,-110.9514087,"Constitucion, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ459SpSyEzoYRxPj8_bmiglA,"political, sublocality, sublocality_level_1",2025-11-05T23:16:25.479418
CORCELES,29.0757086,-111.0266668,"Hermosillo Municipality, 83243 Hermosillo, Sonora, Mexico",GEOMETRIC_CENTER,ChIJq6qq6sCDzoYR7eDN80Sx1YE,"establishment, point_of_interest",2025-11-05T23:16:25.833220
CORCELES SECC ALTER REAL,29.0761549,-111.0262965,"Alter Real Garden, Calle R. Argento 53, 83243 Hermosillo, Son., Mexico",ROOFTOP,ChIJYaTwVwCDzoYR0NBTjgONpcY,"establishment, park, point_of_interest",2025-11-05T23:16:26.204059
CORCELES SECC ARDENES,29.0757086,-111.0266668,"Hermosillo Municipality, 83243 Hermosillo, Sonora, Mexico",GEOMETRIC_CENTER,ChIJq6qq6sCDzoYR7eDN80Sx1YE,"establishment, point_of_interest",2025-11-05T23:16:26.546738
CORDOBA RDCIAL,29.1509013,-111.0189244,"C. Pedro Salazar Felix, Villa del Real, 83318 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJM8SCKcGBzoYR9SJUczvlfB4,"establishment, point_of_interest",2025-11-05T23:16:26.916050
CORONADO RESIDENCIAL,29.0920443,-111.0009595,"Coronado, Capistrano, Hermosillo, Son., Mexico",APPROXIMATE,ChIJV3tpUfiDzoYR6hrgqePV-kw,"neighborhood, political",2025-11-05T23:16:27.270640
CORSICA,29.0628371,-110.9937297,"Blvd. Antonio Quiroga LT Corsica, Blvd. Camino del Seri, 83287 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJiwKvtX6EzoYRCV9ccs9rj3k,"establishment, point_of_interest",2025-11-05T23:16:27.616783
CORTIJO SECCION PERIODISTAS,29.1430689,-110.9888555,"C. Carlos Caturegli 963-969, Villas del Cortijo, 83106 Hermosillo, Son., Mexico",ROOFTOP,ChIJ36CEcQCHzoYRg4Jvk1kKpb8,"establishment, point_of_interest, store",2025-11-05T23:16:27.976729
CORTIJO SECCION PIONEROS,29.1498106,-110.9912727,"El Cortijo Secc Pioneros, Hermosillo, Son., Mexico",APPROXIMATE,ChIJZx8PfimHzoYRJVFQPj1eo6w,"political, sublocality, sublocality_level_1",2025-11-05T23:16:28.326049
CORTIJO UNISON,29.1429897,-110.984194,"El Cortijo Unison, Hermosillo, Son., Mexico",APPROXIMATE,ChIJMZHGd9mGzoYR9hUWptnnXv0,"political, sublocality, sublocality_level_1",2025-11-05T23:16:28.683047
COSTA DEL SOL,29.0198562,-110.9648208,"Costa del Sol, 83284 Hermosillo, Son., Mexico",APPROXIMATE,ChIJzb8v_MyEzoYRjk1qvfFGBOA,"political, sublocality, sublocality_level_1",2025-11-05T23:16:29.050670
COUNTRY CLUB,29.0919936,-110.9394869,"Country Club, Hermosillo, Son., Mexico",APPROXIMATE,ChIJpecPQcaFzoYRnCzvSxhObao,"political, sublocality, sublocality_level_1",2025-11-05T23:16:29.403399
CUARTEL PITIC,29.08289139999999,-110.9539449,"Av. Oaxaca 56, Centro, 83000 Hermosillo, Son., Mexico",ROOFTOP,ChIJJ98-_sSFzoYR95scCfwzm74,"establishment, point_of_interest",2025-11-05T23:16:29.760484
CUATRO OLIVOS,29.1285986,-110.9618403,"Los Cuatro Olivos, Hermosillo, Son., Mexico",APPROXIMATE,ChIJxVXrx_KGzoYReC3XMcaNQ4U,"political, sublocality, sublocality_level_1",2025-11-05T23:16:30.103054
CUAUHTEMOC,29.1278726,-111.0052295,"Cuauhtémoc García, 83179 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJRSVgKjGBzoYRBdgMNnrfdzo,route,2025-11-05T23:16:30.456860
CUMBRES RESIDENCIAL,29.1358474,-110.9514087,"Cumbres Residencial, Hermosillo, Son., Mexico",APPROXIMATE,ChIJubmq-vWGzoYRU25Q35wSshw,"political, sublocality, sublocality_level_1",2025-11-05T23:16:30.805980
DALI,29.0871186,-111.0166618,"Priv. Dalí, 83224 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ8zdCqOiDzoYRw1K5FWE5cSE,route,2025-11-05T23:16:31.159592
DEL BOSQUE,29.090942,-110.974554,"Del Bosque, Valle Verde, Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJo-yFKhaEzoYRJCKxwQURc6w,route,2025-11-05T23:16:31.525653
DEL PEDREGAL PRIVADAS RESIDENCIALES,29.0328388,-110.9537742,"De Los Mecánicos 66B, Y Griega, 83290 Hermosillo, Son., Mexico",ROOFTOP,ChIJ-fXZPQCFzoYRHq18K5w2Y6o,"establishment, point_of_interest",2025-11-05T23:16:31.894340
DEL RAZO,29.0764067,-110.943585,"Col del Razo, Hermosillo, Son., Mexico",APPROXIMATE,ChIJXZljO66FzoYRrAcJre4XtDk,"political, sublocality, sublocality_level_1",2025-11-05T23:16:32.252837
DIAMANTE,29.159701,-111.0113914,"Col Diamante, 83117 Hermosillo, Son., Mexico",APPROXIMATE,ChIJfZ49CcaAzoYRMWhW5bsBL_I,"political, sublocality, sublocality_level_1",2025-11-05T23:16:32.610618
DILIGENCIAS,29.0066996,-110.9229083,"Las Diligencias, 83296 Hermosillo, Son., Mexico",APPROXIMATE,ChIJlWAYv76azoYRG1L0JQbJtfA,"political, sublocality, sublocality_level_1",2025-11-05T23:16:32.966020
DUNAS,29.1226222,-111.0154897,"Dunas, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ8fVT3jiBzoYRoXvIJ4X-I_o,"political, sublocality, sublocality_level_1",2025-11-05T23:16:33.322170
EL 33,29.0729673,-110.9559192,"Hermosillo, Sonora, Mexico",APPROXIMATE,ChIJ5a7femiEzoYR-X-I6ZVTPbM,"locality, political",2025-11-05T23:16:33.664779
EL ALAMO RESIDENCIAL,29.1513179,-110.9810931,"Del Templo 3, Caridad, 83105 Hermosillo, Son., Mexico",ROOFTOP,ChIJGQwd2HWHzoYRVD2WlzopzlM,"bar, establishment, point_of_interest",2025-11-05T23:16:34.045716
EL APACHE,29.0576889,-110.9797232,"El Apache, 83287 Hermosillo, Son., Mexico",APPROXIMATE,ChIJgzd2gImEzoYRZt1a6nvzsMs,"political, sublocality, sublocality_level_1",2025-11-05T23:16:34.387314
EL CONQUISTADOR,29.0924892,-111.022644,"Blvd. Antonio Quiroga, Sin Asignación En Nombre de Asentamiento, 83224 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJN3EQkt6DzoYR97GGf5DtRMg,"establishment, point_of_interest",2025-11-05T23:16:34.742829
EL DORADO,29.1274788,-110.9495459,"El Dorado, Hermosillo, Son., Mexico",APPROXIMATE,ChIJl2SXtmGGzoYRXVPJzZ_AYKI,"political, sublocality, sublocality_level_1",2025-11-05T23:16:35.093338
EL ENCANTO,29.181849,-110.8938134,"83300 El Encanto, Sonora, Mexico",APPROXIMATE,ChIJ21j1eHKIzoYRNgpeHvtAnWc,"locality, political",2025-11-05T23:16:35.442148
EL JITO,29.0609072,-110.9514087,"El Jito, Hermosillo, Son., Mexico",APPROXIMATE,ChIJoT1qy_-EzoYRJjgTm7YJ3Dk,"political, sublocality, sublocality_level_1",2025-11-05T23:16:35.788753
EL LLANITO,29.1033819,-111.0218193,"El Llanito, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ5QNNul2BzoYRSiIXGkanMZQ,"political, sublocality, sublocality_level_1",2025-11-05T23:16:36.137725
EL LLANO,29.0976845,-111.021338,"El Llano, Quinta Emilia, 83174 Hermosillo, Son., Mexico",APPROXIMATE,ChIJF2YD91-BzoYRI-WBIeIkJVI,"neighborhood, political",2025-11-05T23:16:36.490808
EL MALECON,29.0712618,-110.9666836,"El Malecon, Hermosillo, Son., Mexico",APPROXIMATE,ChIJOaXl8FqEzoYR1r5wHhPyVQM,"political, sublocality, sublocality_level_1",2025-11-05T23:16:36.850200
EL MARIACHI,29.08293909999999,-110.9439576,"El Mariachi, Hermosillo, Son., Mexico",APPROXIMATE,ChIJPQEfl7aFzoYRCYI01aNzUQ0,"political, sublocality, sublocality_level_1",2025-11-05T23:16:37.212750
EL MIRADOR,29.1308698,-111.0210586,"Av. Tezal, El Chaparral, 83179 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ2VIDrSKBzoYRqKUiIF21NCc,route,2025-11-05T23:16:37.568544
EL RANCHITO,29.0828271,-110.9275652,"El Ranchito, Hermosillo, Son., Mexico",APPROXIMATE,ChIJyzMO9peFzoYR-54uLMdZSQA,"political, sublocality, sublocality_level_1",2025-11-05T23:16:37.924905
EL RECODO,29.1334544,-111.0260158,"El Recodo, La Campiña, 83116 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJv94mDhmBzoYRpVYQdQgT-I0,route,2025-11-05T23:16:38.274472
EL SAHUARO,29.1075566,-111.0112516,"Angel Garcia Aburto 1316-Int. A, Sahuaro, 83178 Hermosillo, Son., Mexico",ROOFTOP,ChIJgf8FiVqBzoYRdWYKefwzpn8,"establishment, point_of_interest",2025-11-05T23:16:38.642130
EL SECRETO,29.0763679,-111.0347229,"P.º de las Rivieras, 83243 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJqVg9acyDzoYR50Hf3rjR39o,"establishment, point_of_interest",2025-11-05T23:16:38.997634
EL TORREON,29.0762213,-110.9799095,"El Torreon, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ8XfuWWmEzoYRMRPbxHW34h8,"political, sublocality, sublocality_level_1",2025-11-05T23:16:39.353560
EMILIANO ZAPATA,29.0471234,-110.968363,"Emiliano Zapata, 83280 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJfzHHK-yEzoYRd7xN_X-ykYk,route,2025-11-05T23:16:39.706898
ESPLENDOR,29.1069668,-111.0285297,"El Esplendor, 83175 Hermosillo, Son., Mexico",APPROXIMATE,ChIJef7r-GWBzoYR9M9_sC2onVY,"neighborhood, political",2025-11-05T23:16:40.052751
EUSEBIO KINO,29.1355674,-110.9871745,"Eusebio Kino, Hermosillo, Son., Mexico",APPROXIMATE,ChIJsZpx4s-GzoYRpYb_iEQwIvc,"political, sublocality, sublocality_level_1",2025-11-05T23:16:40.393819
FERROCARRILERA,29.0783159,-110.9333992,"Av Ferrocarril, Coloso, 83040 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ64iZTbuFzoYRBNPVbElC5KQ,route,2025-11-05T23:16:40.741499
FIRENZE RESIDENCIAL,29.1363856,-110.9588024,"Sta. Monica SN-S CFE, Valle Santa Monica, 83104 Hermosillo, Son., Mexico",ROOFTOP,ChIJB7wX1vOGzoYRdazHqoS8mds,"establishment, point_of_interest",2025-11-05T23:16:41.075273
FLORESTA SECCION CIPRES,29.1245712,-111.013684,"Floresta, Villa Sauces, 83179 Hermosillo, Sonora, Mexico",APPROXIMATE,ChIJNVm4DjmBzoYRyEWJbj2Z8gw,"neighborhood, political",2025-11-05T23:16:41.433616
FLORESTA SECCION VILLA ALMENDRAS,29.1245712,-111.013684,"Floresta, Villa Sauces, 83179 Hermosillo, Sonora, Mexico",APPROXIMATE,ChIJNVm4DjmBzoYRyEWJbj2Z8gw,"neighborhood, political",2025-11-05T23:16:41.814028
FONAPO,29.1177304,-111.0199605,"Fonapo, Hermosillo, Son., Mexico",APPROXIMATE,ChIJBXc3rUGBzoYRiUMKyoaXieA,"political, sublocality, sublocality_level_1",2025-11-05T23:16:42.175690
FOVISSSTE,29.0596292,-110.9678013,"Fovissste, 83288 Hermosillo, Son., Mexico",APPROXIMATE,ChIJB803Y_aEzoYRJSSPWZw0hzQ,"political, sublocality, sublocality_level_1",2025-11-05T23:16:42.529309
FRACCIONAMIENTO CASA REAL,29.0533718,-111.0090608,"Lic. R. Corral D. 22, Mónaco Privada Residencial, 83287 Hermosillo, Son., Mexico",ROOFTOP,ChIJETmJ0OuDzoYROLi03qUbycs,"establishment, point_of_interest",2025-11-05T23:16:42.891016
FRACCIONAMIENTO OASIS SANTA FE,29.0494114,-111.0052066,"Oasis Santa Fe Park, Sendero del Sol, 83285 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJNdxBX9KDzoYR4ChLRxEhcxQ,"establishment, park, point_of_interest",2025-11-05T23:16:43.266182
FRACCIONAMIENTO OASIS SOLERA,29.0478881,-111.0077792,"Oasis Solera Park, De la Arena 3, 83285 Hermosillo, Son., Mexico",ROOFTOP,ChIJ_0XJTnqDzoYRMBPvFYS1X5c,"establishment, park, point_of_interest",2025-11-05T23:16:43.628850
FRANCISCO EUSEBIO KINO,29.0977766,-110.9509543,"Francisco Eusebio Kino, Centro, Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJVauJUc6FzoYRcs7womqv22Q,route,2025-11-05T23:16:43.984270
FRANCISCO ROMERO,29.039348,-110.9889223,"José María Romero & Francisco Badilla González, San JOSE DE LAS MINITAS, 83285 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,EmpKb3PDqSBNYXLDrWEgUm9tZXJvICYgRnJhbmNpc2NvIEJhZGlsbGEgR29uesOhbGV6LCBTYW4gSk9TRSBERSBMQVMgTUlOSVRBUywgODMyODUgSGVybW9zaWxsbywgU29uLiwgTWV4aWNvImYiZAoUChIJF5DgrpmEzoYRz5EhhMmG0F8SFAoSCReQ4K6ZhM6GEc-RIYTJhtBfGhQKEgklgI3rmYTOhhHjMD3XizmeTRoUChIJSbxwZJmEzoYR4mJ9XUWliUQiCg2IDU8RFTlv2L0,intersection,2025-11-05T23:16:44.358194
FRANCISCO VILLA,29.0570021,-110.9659773,"Francisco Villa, Fovissste, 83288 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJP58K2vaEzoYRkIBHFWjOveo,route,2025-11-05T23:16:44.720516
FUENTE DE PIEDRA,29.1531307,-111.0290135,"Fuente de Piedra, 83318 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ6cCnNe-AzoYRID5GtHOcWW8,route,2025-11-05T23:16:45.072725
FUENTES DEL CENTENARIO,29.0741543,-110.9671954,"Fuentes del Centenario, El Centenario, 83260 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJk0c9v0SEzoYRkcJ6mqCkNHU,route,2025-11-05T23:16:45.441370
FUENTES DEL MEZQUITAL,29.0729556,-110.9797232,"Fuentes del Mezquital, 83240 Hermosillo, Son., Mexico",APPROXIMATE,ChIJ96x24WiEzoYRaMb8VF4PYcc,"political, sublocality, sublocality_level_1",2025-11-05T23:16:45.788426
GALA 2,29.0040354,-110.9189966,"Gala, 83297 Hermosillo, Son., Mexico",APPROXIMATE,ChIJ1VWYjL2azoYR6ppO6fi6lik,"political, sublocality, sublocality_level_1",2025-11-05T23:16:46.141782
GALA III,28.9940137,-110.9216095,"Igualamo 23, 83297 Hermosillo, Son., Mexico",ROOFTOP,ChIJV-hTRgCbzoYR91e_aaKmVDs,"establishment, point_of_interest",2025-11-05T23:16:46.499551
GENOVA RESIDENCIAL,29.0629348,-110.9833735,"Av. de las Cosechas, Sin Asignación En Nombre de Asentamiento, 83288 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJxXwkp2OEzoYRZZYizkC7gsU,"establishment, point_of_interest",2025-11-05T23:16:46.848244
GRANJA GUADALUPE,29.0409552,-110.9637382,"Guadalupe, Palo Verde, 83280 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJBX9BEeiEzoYRzXFokWADxGM,route,2025-11-05T23:16:47.222567
GUAYACAN,29.1261021,-110.9496804,"Guayacan, Los Sabinos, 83148 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJS6cm8WGGzoYRJbverjIGmJw,route,2025-11-05T23:16:47.581093
HACIENDA DE LA FLOR,29.0709313,-110.9409771,"Hacienda de la Flor, Hermosillo, Son., Mexico",APPROXIMATE,ChIJJdaiKamFzoYRUbK89oHohZw,"political, sublocality, sublocality_level_1",2025-11-05T23:16:47.937827
HACIENDA DEL SOL,29.1032647,-111.018284,"Hacienda del Sol, Hermosillo, Son., Mexico",APPROXIMATE,ChIJqTq2nV6BzoYRvn3TlLuJzT4,"political, sublocality, sublocality_level_1",2025-11-05T23:16:48.291615
HACIENDA LOS ALCATRACES,29.0266882,-110.9718994,"Hacienda Los Alcatraces, 83284 Hermosillo, Son., Mexico",APPROXIMATE,ChIJHQUZYsiEzoYRX4U2mFLWIEI,"political, sublocality, sublocality_level_1",2025-11-05T23:16:48.653976
HACIENDA RESIDENCIAL,29.1279656,-110.913122,"P.º de las Haciendas, La Victoria Almacenes, 83166 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJqa235AuHzoYRIB-CrUl22I4,"establishment, point_of_interest",2025-11-05T23:16:49.005509
HACIENDAS DEL SUR,29.026782,-110.977125,"Haciendas del Sur, 83284 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJb1cUibeEzoYRp2ryBs2hnUg,route,2025-11-05T23:16:49.374767
HEBERTO CASTILLO,29.139142,-110.9737622,"Heberto Castillo, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ69DbAOiGzoYRARuf-xuGgoU,"political, sublocality, sublocality_level_1",2025-11-05T23:16:49.734275
HERMOSA PROVINCIA,29.1489853,-110.9596169,"Hermosa, 83106 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,EidIZXJtb3NhLCA4MzEwNiBIZXJtb3NpbGxvLCBTb24uLCBNZXhpY28iLiosChQKEgkHp9Vz_YbOhhHicyi326n45xIUChIJ5a7femiEzoYR-X-I6ZVTPbM,route,2025-11-05T23:16:50.098829
HIPICO,29.0770606,-111.0279608,"Blvd. Hípico, 83243 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJaVpwKMGDzoYRxRckOQZV3_Q,route,2025-11-05T23:16:50.457200
IBIZA,29.0458301,-110.9425402,"Ibiza, 83293 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJwfT19hiFzoYRyXt5xyj-dLU,route,2025-11-05T23:16:50.811429
INALAMBRICA,29.0912252,-110.95953,"Inalámbrica, San Benito, 83190 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJXdoL2DCEzoYR2E0qzoQZTRI,route,2025-11-05T23:16:51.157826
INDECO CENTENARIO,29.075294,-110.9610952,"El Centenario, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ3VDpdUWEzoYRupyapkbnVic,"political, sublocality, sublocality_level_1",2025-11-05T23:16:51.499944
INSURGENTES,29.1386399,-110.9640757,"Insurgentes, Hermosillo, Son., Mexico",APPROXIMATE,ChIJX9_LHe-GzoYRhho5r4Zg4s0,"political, sublocality, sublocality_level_1",2025-11-05T23:16:51.846415
INTERNACIONAL,29.1121816,-111.0199605,"Internacional, Hermosillo, Son., Mexico",APPROXIMATE,ChIJcRVlRkKBzoYREw5302VQXig,"political, sublocality, sublocality_level_1",2025-11-05T23:16:52.196282
INVASION GIRASOLES,29.0258144,-110.9628648,"Los Girasoles, 83284 Hermosillo, Son., Mexico",APPROXIMATE,ChIJf7ioKM6EzoYRhgokrK9p7J0,"political, sublocality, sublocality_level_1",2025-11-05T23:16:52.561353
IRRIGACION,29.0834767,-110.9257025,"Irrigacion, 83050 Hermosillo, Son., Mexico",APPROXIMATE,ChIJ1T3pF5aFzoYRFyxX9ky0V0E,"political, sublocality, sublocality_level_1",2025-11-05T23:16:52.911418
ISSSTE,29.0678887,-110.9578257,"Centro de Gobierno, Edificio Mexico, planta baja, Proyecto Rio Sonora Hermosillo XXI, 83270 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJdZOEwlaEzoYRnctqvP3K_s8,"establishment, local_government_office, point_of_interest",2025-11-05T23:16:53.270430
ISSSTESON CENTENARIO,29.0746541,-110.9692915,"Isssteson Centenario, Hermosillo, Son., Mexico",APPROXIMATE,ChIJKcE_dEOEzoYR4kudaiJpOw8,"political, sublocality, sublocality_level_1",2025-11-05T23:16:53.624419
JACARANDAS,29.0719652,-110.9799045,"Jacarandas, Fuentes del Mezquital, 83240 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJHXROsWiEzoYR_ME2LC7MJ74,route,2025-11-05T23:16:53.971423
JACINTO LOPEZ,29.1389852,-110.9789781,"Jacinto Lopez, Hermosillo, Son., Mexico",APPROXIMATE,ChIJj7fpvNyGzoYRRlcLjaOjkuI,"political, sublocality, sublocality_level_1",2025-11-05T23:16:54.310418
JARDIN REAL,29.1470012,-111.0143056,"Jardin Real, Cercidium Ote. 73, Villa del Real, 83118 Hermosillo, Son., Mexico",ROOFTOP,ChIJk8Bv4FuBzoYRjlz0WLQ17xc,"establishment, point_of_interest, real_estate_agency",2025-11-05T23:16:54.662422
JARDINES,29.1285451,-110.9834489,"Hab Jardines, Hermosillo, Son., Mexico",APPROXIMATE,ChIJn1-EqseGzoYRDIb-qtIIh0g,"political, sublocality, sublocality_level_1",2025-11-05T23:16:55.008417
JARDINES DE MONACO,29.0677245,-110.9756251,"Jardines de Monaco, Hermosillo, Sonora, Mexico",APPROXIMATE,ChIJuZegbWeEzoYRrBNSQZgB7Eg,"political, sublocality, sublocality_level_1",2025-11-05T23:16:55.356426
JEREZ DEL VALLE,29.1006693,-111.0139994,"Jerez del Valle, 83175 Hermosillo, Son., Mexico",APPROXIMATE,ChIJH9so81iBzoYRXt46Ax6X-K4,"political, sublocality, sublocality_level_1",2025-11-05T23:16:55.693417
JESUS GARCIA,29.11546969999999,-110.9700366,"Jesus Garcia, Hermosillo, Son., Mexico",APPROXIMATE,ChIJfwg4yoSGzoYR2VR1oBiNEro,"political, sublocality, sublocality_level_1",2025-11-05T23:16:56.048414
JESUS VEGA,29.0852544,-110.9518827,"C. Benito Juárez 99, Centro, 83000 Hermosillo, Son., Mexico",ROOFTOP,ChIJC0gFX4qGzoYRhrM1JF8K5nY,"dentist, establishment, health, point_of_interest",2025-11-05T23:16:56.409718
JORGE VALDEZ MUÑOZ,29.1430305,-111.0285297,"Jorge Valdez Muñoz, 83318 Hermosillo, Son., Mexico",APPROXIMATE,ChIJTZ9cKOKAzoYR0DqBx1aIFXQ,"political, sublocality, sublocality_level_1",2025-11-05T23:16:56.760940
LA ANTORCHA,29.1261024,-111.0429032,"José María Leyva, 83173 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJqTyzXMqBzoYRV4Ht7rjcSac,"establishment, point_of_interest",2025-11-05T23:16:57.109939
LA CAMPIÑA,29.1338091,-111.0255491,"La Campiña, 83116 Hermosillo, Son., Mexico",APPROXIMATE,ChIJUWGRFhmBzoYRKZxHMX_4Z8Q,"political, sublocality, sublocality_level_1",2025-11-05T23:16:57.460936
LA CANDELARIA RESIDENCIAL,29.0621445,-110.9597103,"Calle Sufragio Efectivo entre Calle Ignacio Zaragoza, Ignacio Comonfort e, Villa de Seris, 83280 Hermosillo, Son., Mexico",ROOFTOP,ChIJrXoT-bGFzoYR6315Ph5rMRs,"establishment, general_contractor, point_of_interest",2025-11-05T23:16:57.808505
LA CARIDAD,29.1224882,-111.0000596,"83120 La Caridad, Son., Mexico",APPROXIMATE,ChIJp6WxmUqBzoYRMXxKqQennok,"locality, political",2025-11-05T23:16:58.159070
LA CAÑADA PRIVADA RESIDENCIAL,29.1005443,-111.0273126,"La Cañada, Casa Bonita Residencial, 83175 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJWbgAamGBzoYRg4yYqAXP8hM,route,2025-11-05T23:16:58.524144
LA CEMENTERA,29.0631756,-110.9417222,"Cerro La Cementera, Hermosillo, Sonora, Mexico",APPROXIMATE,ChIJC9GQsAWFzoYRPdIsfRKtt1g,"establishment, natural_feature",2025-11-05T23:16:58.875458
LA CHOLLA,29.1061663,-111.0482762,"Fraccionamiento La Cholla, 83175 Hermosillo, Son., Mexico",APPROXIMATE,ChIJMTVhBJ2BzoYRw-crIdymPys,"political, sublocality, sublocality_level_1",2025-11-05T23:16:59.220867
