COLONIA,LATITUD,LONGITUD,DIRECCION_FORMATEADA,TIPO_UBICACION,PLACE_ID,TIPOS,TIMESTAMP
CALIFORNIA SECCION MARQUEZA,29.0678316,-110.948074,"California, Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJj4-B46qFzoYRBFaboYSXoJk,route,2025-11-05T17:37:26.257201
CALIFRONIA RESIDENCIAL CERRADA SANTA ROSA,29.1417927,-110.9810257,"Sta Rosa, Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ1552wtuGzoYRRN81l0ZWvUs,route,2025-11-05T17:37:26.618894
CALLE 28 NORTE,28.9354991,-111.6235062,"Calle 28 Nte., 83333 Son., Mexico",GEOMETRIC_CENTER,ChIJeRLpzX9PzIYRclM_cetiQ-g,route,2025-11-05T17:37:27.011907
CAMINO DEL SERI,29.0574909,-111.0146033,"Cam. del Seri, Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJkcgDI4ODzoYRTjYWRDRHWTU,route,2025-11-05T17:37:27.369750
CAMINO REAL,29.1168088,-111.0119488,"Cam. Real, Camino Real, 83178 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJG4KGa0aBzoYRjzt0ckqoQl0,route,2025-11-05T17:37:27.739109
CAMINO REAL DEL NORTE,29.1220804,-111.00394,"Camino Real Nte, Hermosillo, Son., Mexico",APPROXIMATE,ChIJQ16UB0qBzoYRZsd7rmgr1lQ,"political, sublocality, sublocality_level_1",2025-11-05T17:37:28.100523
CAMINO REAL MISION,29.1175538,-111.0061754,"Mision, 83178 Hermosillo, Son., Mexico",APPROXIMATE,ChIJH8PMPUmBzoYRs8QASlChDH8,"political, sublocality, sublocality_level_1",2025-11-05T17:37:28.480400
CAMPANARIO,29.0843343,-111.0035675,"Campanario, 83249 Hermosillo, Son., Mexico",APPROXIMATE,ChIJOweHwPaDzoYRPBZng0LIepk,"political, sublocality, sublocality_level_1",2025-11-05T17:37:28.829308
CAMPESTRE LOS BAGOTES,29.1159593,-111.0661144,"av. cayucos, Av Gaspar Luken Escalante, 83177 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ_3Js7r6BzoYRrIkCYwos6kQ,"establishment, point_of_interest",2025-11-05T17:37:29.195812
CAMPESTRE RESIDENCIAL,29.1138988,-110.9093103,"Campestre Residencial, La Victoria Almacenes, 83304 Hermosillo, Son., Mexico",APPROXIMATE,ChIJxcfa2f2FzoYRcfV1H8CBdUQ,"neighborhood, political",2025-11-05T17:37:29.557373
CAMPIÑA,29.1338091,-111.0255491,"La Campiña, 83116 Hermosillo, Son., Mexico",APPROXIMATE,ChIJUWGRFhmBzoYRKZxHMX_4Z8Q,"political, sublocality, sublocality_level_1",2025-11-05T17:37:29.901104
CAMPO GRANDE SEGUNDA CERRADA GOLD WARER,29.0828185,-111.0390849,"Campo Grande, La Manga, 83320 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJTSJYW86DzoYRvegAJeUGMsA,route,2025-11-05T17:37:30.285036
CAMPO LA FLORIDA,27.4810197,-109.9612231,"La Florida, 85150 Cdad. Obregón, Son., Mexico",APPROXIMATE,ChIJcaQj8QU-yIYRurh36ywMN00,"political, sublocality, sublocality_level_1",2025-11-05T17:37:30.661141
CAMPOGRANDE RESIDENCIAL,29.0835582,-111.042315,"Residencial Campo Grande, La Manga, 83320 Hermosillo, Son., Mexico",APPROXIMATE,ChIJGx5BC9KDzoYRDQLlLe0N13U,"neighborhood, political",2025-11-05T17:37:31.036596
CANTABRIA RESIDENCIAL,29.1568995,-111.0280413,"5X4C+QR9, 83318 Hermosillo, Sonora, Mexico",GEOMETRIC_CENTER,ChIJOZ-pC0aBzoYRr-GoyvJ7RhE,"establishment, point_of_interest",2025-11-05T17:37:31.402364
CANTERAS RESIDENCIAL,29.1775371,-110.9900635,"Rtno Dolomita 27, sección Esperanza, 83117 Hermosillo, Son., Mexico",ROOFTOP,ChIJ8Tg6_QWBzoYRrjknCoL959A,"establishment, point_of_interest",2025-11-05T17:37:31.743846
CAPERUZO,29.1502115,-110.9845666,"Caperuzo, 83105 Hermosillo, Son., Mexico",APPROXIMATE,ChIJCzRzsyeHzoYRfzrBU2WtOAU,"political, sublocality, sublocality_level_1",2025-11-05T17:37:32.095541
CAPISTRANO,29.0903707,-111.0005869,"Capistrano, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ7w4MKfiDzoYRo-eFAomP2Ls,"political, sublocality, sublocality_level_1",2025-11-05T17:37:32.454104
CAPISTRANO 4TA SECCION,29.0833871,-111.0763431,"Cuarta, 83320 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJVwI2DxyCzoYRdlgbkErU0_c,route,2025-11-05T17:37:32.817181
CARDENAS RESIDENCIAL,29.0332466,-111.005162,"Lázaro Cárdenas, 83285 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJOdjS8F2DzoYRFv4FoTAKf0I,route,2025-11-05T17:37:33.185853
CARDENO,29.1573596,-110.9712538,"C. Reyes Nte., Cárdeno Residencial, 83114 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJrWJZwR2HzoYRUS2vn5zhifI,"establishment, general_contractor, point_of_interest",2025-11-05T17:37:33.549285
CARDENO 2,29.1577456,-110.9702359,"Blvd. Cárdeno, 83106 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJq2nlbRmHzoYRvJec-E2L1jQ,route,2025-11-05T17:37:33.919503
CARIDAD,29.1487815,-110.9827038,"Caridad, 83105 Hermosillo, Son., Mexico",APPROXIMATE,ChIJDzBWDieHzoYRMu12QeTvCK0,"political, sublocality, sublocality_level_1",2025-11-05T17:37:34.268386
CARMEN SERDÁN,29.1374409,-110.984194,"Carmen Serdán, Hermosillo, Son., Mexico",APPROXIMATE,ChIJjU5S0NqGzoYRyjEoNQvItAU,"political, sublocality, sublocality_level_1",2025-11-05T17:37:34.627993
CARNAVALITO\BAHIA DE KINO,28.8252106,-111.9351088,"Carnavalito, 83342 Bahía de Kino, Son., Mexico",APPROXIMATE,ChIJuVaCezv3zIYRgx0Hd_KrHic,"political, sublocality, sublocality_level_1",2025-11-05T17:37:34.999572
CARRETERA GUAYMAS - HERMOSILLO,29.000354,-110.968959,"Carretera Guaymas-Hermosillo, 83284 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJJ5-irD6bzoYRZiGbbR-a9do,"establishment, point_of_interest, transit_station",2025-11-05T17:37:35.369560
CARRETERA INTERNACIONAL,29.0869466,-110.9303523,"México 15, Hermosillo, Son., Mexico",GEOMETRIC_CENTER,EiRNw6l4aWNvIDE1LCBIZXJtb3NpbGxvLCBTb24uLCBNZXhpY28iLiosChQKEglN92BkU1LRhhFihnXDfBuffhIUChIJ5a7femiEzoYR-X-I6ZVTPbM,route,2025-11-05T17:37:35.812005
CASA ALTA RDCIAL,29.1053536,-110.991783,"Av Luis Orci 604, Choyal, 83100 Hermosillo, Son., Mexico",ROOFTOP,ChIJDzvfngKHzoYRRAhcAKPKROY,"establishment, point_of_interest",2025-11-05T17:37:36.182934
CASA BLANCA,29.3535356,-110.8212476,"83300 Casa Blanca, Sonora, Mexico",APPROXIMATE,ChIJSclnFM1lzoYRvsrZxUc1B9w,"locality, political",2025-11-05T17:37:36.550978
CASA BONITA,29.1025957,-110.9552627,"Corredor Escénico Kilómetro 11, Country Club, 85506 Heroica Guaymas, Son., Mexico",ROOFTOP,ChIJP_WcCiyEzoYRwmrnBAfFQQQ,"establishment, furniture_store, home_goods_store, point_of_interest, store",2025-11-05T17:37:36.911126
CASA BONITA 2,29.1051719,-111.0289023,"Casa Bonita Residencial Secc II, 83175 Hermosillo, Son., Mexico",APPROXIMATE,ChIJFaxN1GWBzoYRNz8FMTwyGbU,"neighborhood, political",2025-11-05T17:37:37.275801
CASA BONITA RESIDENCIAL,29.1012536,-111.027412,"Casa Bonita Residencial, 83175 Hermosillo, Son., Mexico",APPROXIMATE,ChIJN3LsVWGBzoYR1DSttLBiF-4,"neighborhood, political",2025-11-05T17:37:37.632667
CASA GRANDE,29.0797559,-110.9976064,"Casa Grande, Hermosillo, Son., Mexico",APPROXIMATE,ChIJL023oAqEzoYR7FKCTLINXF4,"political, sublocality, sublocality_level_1",2025-11-05T17:37:37.995500
CASA GRANDE RESIDENCIAL,29.0797559,-110.9976064,"Casa Grande, Hermosillo, Son., Mexico",APPROXIMATE,ChIJL023oAqEzoYR7FKCTLINXF4,"political, sublocality, sublocality_level_1",2025-11-05T17:37:38.346106
CASA GRANDE RESIDENCIAL I,29.0797559,-110.9976064,"Casa Grande, Hermosillo, Son., Mexico",APPROXIMATE,ChIJL023oAqEzoYR7FKCTLINXF4,"political, sublocality, sublocality_level_1",2025-11-05T17:37:38.710772
CASA LINDA,29.025575,-110.9659385,"Casa Linda, 83284 Hermosillo, Son., Mexico",APPROXIMATE,ChIJ76xp-86EzoYRQV-6moAlyH4,"political, sublocality, sublocality_level_1",2025-11-05T17:37:39.069448
CASA REAL,29.0533718,-111.0090608,"Lic. R. Corral D. 22, Mónaco Privada Residencial, 83287 Hermosillo, Son., Mexico",ROOFTOP,ChIJETmJ0OuDzoYROLi03qUbycs,"establishment, point_of_interest",2025-11-05T17:37:39.431359
CASA SOLARI,29.0729673,-110.9559192,"Hermosillo, Sonora, Mexico",APPROXIMATE,ChIJ5a7femiEzoYR-X-I6ZVTPbM,"locality, political",2025-11-05T17:37:39.783879
CASTELLO RESIDENCIAL,29.0739434,-111.0350864,"C. Fenis, 83243 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJc_rX08eDzoYRoCZGV0b4sKM,"establishment, point_of_interest",2025-11-05T17:37:40.141344
CATABIÑA,29.0786278,-110.9921555,"Nueva Galicia, 83247 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ9eeTqHSEzoYR3t6ruuZbw5o,"establishment, point_of_interest",2025-11-05T17:37:40.500361
CATALINAS RESIDENCIAL,29.1258485,-110.9543659,"Catalinas 13, Catalinas, 83145 Hermosillo, Son., Mexico",ROOFTOP,ChIJ-QFl8dOHzoYR0-8zU0Hsdh8,"establishment, point_of_interest",2025-11-05T17:37:40.868310
CATAVIÑA RESIDENCIAL,29.0786278,-110.9921555,"Nueva Galicia, 83247 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ9eeTqHSEzoYR3t6ruuZbw5o,"establishment, point_of_interest",2025-11-05T17:37:41.212909
CAÑADA DE LOS NEGROS,29.0873893,-110.9443301,"Cañada de los Negros, Hermosillo, Son., Mexico",APPROXIMATE,ChIJM76wCbaFzoYRzfPL9y1l49U,"political, sublocality, sublocality_level_1",2025-11-05T17:37:41.587698
CCUCURPE,29.0730525,-110.9517395,"Cucurpe, Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJDwd3RlKEzoYRixGzObQTeDY,route,2025-11-05T17:37:41.969124
CENTENARIO,29.075294,-110.9610952,"El Centenario, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ3VDpdUWEzoYRupyapkbnVic,"political, sublocality, sublocality_level_1",2025-11-05T17:37:42.321114
CENTENARIO ISTESSON,29.0761076,-110.957918,"Blvd. Miguel Hidalgo 15, Centro, 83000 Hermosillo, Son., Mexico",ROOFTOP,ChIJpeKQD06EzoYRAtYPri36TJs,"establishment, local_government_office, point_of_interest",2025-11-05T17:37:42.702456
CENTRAL DE ABASTOS,29.0314065,-110.9383227,"Central De Abastos, 83293 Hermosillo, Son., Mexico",ROOFTOP,ChIJFfeRIzCFzoYRw51LHdaazFo,"premise, street_address",2025-11-05T17:37:43.057985
CENTRO,29.083816,-110.9528873,"Centro, Hermosillo, Son., Mexico",APPROXIMATE,ChIJcRemT0qEzoYRGKv6ZEMJUPg,"political, sublocality, sublocality_level_1",2025-11-05T17:37:43.385204
CENTRO NORTE,30.7159683,-111.8352463,"Centro Nte, Altar, Son., Mexico",APPROXIMATE,ChIJkRjjkEmn04YRQqfRemQTsF4,"political, sublocality, sublocality_level_1",2025-11-05T17:37:43.744087
CENTRO ORIENTE,29.083816,-110.9528873,"Centro, Hermosillo, Son., Mexico",APPROXIMATE,ChIJcRemT0qEzoYRGKv6ZEMJUPg,"political, sublocality, sublocality_level_1",2025-11-05T17:37:44.097544
"CENTRO SUR, MERCADO",30.7094249,-111.8374821,"Centro Sur, 83756 Altar, Son., Mexico",APPROXIMATE,ChIJo9iLn0in04YRPPjNE7nUMqs,"political, sublocality, sublocality_level_1",2025-11-05T17:37:44.466297
CENTRO\BAHIA DE KINO,28.8233777,-111.9418159,"Centro, 83340 Bahía de Kino, Son., Mexico",APPROXIMATE,ChIJX-_pYzD3zIYRJNqds4f6Wus,"political, sublocality, sublocality_level_1",2025-11-05T17:37:44.845255
CERRADA 940,29.09215,-111.0239986,"Cda. de Cáceres, 83224 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJHSXSbd6DzoYR3jA95zfBFTM,route,2025-11-05T17:37:45.205044
CERRADA ANDALUCIA,29.065955,-110.9823614,"Andalucía, Asturias Residencial, Marsella Residencial, 83288 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ0-rvZmSEzoYRztNeBIG-JOk,route,2025-11-05T17:37:45.582749
CERRADA CUCURPE,29.0730525,-110.9517395,"Cucurpe, Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJDwd3RlKEzoYRixGzObQTeDY,route,2025-11-05T17:37:45.923976
CERRADA DE MINAS,29.0784143,-110.9856584,"Cerrada de Minas, 83240 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJE0lInW2EzoYR6sYXoYJ3s1c,route,2025-11-05T17:37:46.344067
CERRADA DEL ANGEL,29.154238,-111.0151171,"Cerrada del Angel, 83318 Hermosillo, Son., Mexico",APPROXIMATE,ChIJk3C_t8SAzoYR51_VpPdBkdw,"political, sublocality, sublocality_level_1",2025-11-05T17:37:46.725587
CERRADA DEL CID,29.1614072,-110.9788125,"Del Cid, 83107 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJDUX3lDyHzoYR-ewcVf8gxsw,route,2025-11-05T17:37:47.107292
CERRADA DIAMANTE,29.1604899,-111.0096799,"Obsidiana 47, Col Diamante, 83117 Hermosillo, Son., Mexico",ROOFTOP,ChIJpbDsJL-BzoYRohFh7KcjPSk,"establishment, point_of_interest",2025-11-05T17:37:47.477300
CERRADA KUKAPA,29.158817,-111.0061856,"Cda. Kikapu, Pueblitos, 83117 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJpQ8w4s6AzoYRn-nOUq4FaZk,route,2025-11-05T17:37:47.855989
CERRADA LA VEREDAS,29.1258383,-111.0292781,"Las Veredas, Luis Donaldo Colosio, 83177 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJZUZHMBGBzoYRX4uIvubvi0c,route,2025-11-05T17:37:48.234076
CERRADA MILAN,29.0438615,-110.9426629,"Milán, 83293 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJmzqFmRiFzoYRRO99W6rH0GI,route,2025-11-05T17:37:48.645560
CERRADA NORWALK,29.0745669,-110.9420948,"Cerrada Norwalk, 83070 Hermosillo, Son., Mexico",APPROXIMATE,ChIJ_05IV66FzoYRa77OOzowL_0,"political, sublocality, sublocality_level_1",2025-11-05T17:37:49.002874
CERRADA PALO VERDE,29.1373428,-111.0692999,"Palo Verde, Las Cuevas, 83173 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJx9PqekqAzoYRDDK4sUYR65M,route,2025-11-05T17:37:49.399213
CERRADA PIMAS,29.1561683,-111.006498,"Pimas, 83117 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJE6ORMM6AzoYR7neeJFEjzR8,route,2025-11-05T17:37:49.774961
CERRADA ROBLES,29.1192042,-110.9596146,"Robles, Sin Asignación En Nombre de Asentamiento, 83100 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ6esNg4-GzoYRaWg37Hl8ZiI,route,2025-11-05T17:37:50.141612
CERRADA SANTA MONICA,29.0577295,-111.0007759,"Sta. Mónica, Secc las Placitas, 83287 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJi8P7NoCDzoYRq857By1IHRA,route,2025-11-05T17:37:50.511045
CERRADA SANTA MONICA CALIFORNIA,29.0577295,-111.0007759,"Sta. Mónica, Secc las Placitas, 83287 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJi8P7NoCDzoYRq857By1IHRA,route,2025-11-05T17:37:50.878134
CERRO,29.01530869999999,-110.9372516,"Cerro, 83296 Hermosillo, Son., Mexico",APPROXIMATE,ChIJM7Gf-9GazoYRyJxPe5BhlRQ,"political, sublocality, sublocality_level_1",2025-11-05T17:37:51.237416
CERRO APACHE,29.0576889,-110.9797232,"El Apache, 83287 Hermosillo, Son., Mexico",APPROXIMATE,ChIJgzd2gImEzoYRZt1a6nvzsMs,"political, sublocality, sublocality_level_1",2025-11-05T17:37:51.605840
CERRO COLORADO,29.1223878,-111.005244,"Cerro Colorado, Hermosillo, Son., Mexico",APPROXIMATE,ChIJR-mbHTaBzoYREvGXEtFa6-o,"political, sublocality, sublocality_level_1",2025-11-05T17:37:51.973009
CERRO DE LA CRUZ,29.1625392,-110.9502474,"Cerro de la Cruz, 83106 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJmb6Muy2HzoYRb9hjoKaw-EE,"establishment, park, point_of_interest",2025-11-05T17:37:52.359826
CERRO LA CAMPANA,29.071527,-110.9543891,"Cerro la Campana, Hermosillo, Son., Mexico",APPROXIMATE,ChIJQ44KFVOEzoYRAJOAzy_R6bg,"political, sublocality, sublocality_level_1",2025-11-05T17:37:52.715236
CEZANNE RESIDENCIAL,29.0553069,-110.9933837,"Blvd. Da Vinci, Cezanne Residencial, 83287 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJI539LYeEzoYRYM7F5aXpzGE,"establishment, general_contractor, point_of_interest, real_estate_agency",2025-11-05T17:37:53.080436
CHANATE,29.1141085,-111.0384915,"Chanate, Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJHdVvdnOBzoYRZ0LcElkB8g0,route,2025-11-05T17:37:53.445795
CHINO ABELARDO,29.1019604,-110.9883242,"Los Chinos, 83136 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJm16flwKEzoYRfQgWa7CfCQw,route,2025-11-05T17:37:53.826483
CHOYAL,29.1053747,-110.9894099,"Choyal, Hermosillo, Son., Mexico",APPROXIMATE,ChIJQ8zhVqiGzoYRcUObZ0WkJts,"political, sublocality, sublocality_level_1",2025-11-05T17:37:54.187436
CHULA VISTA,29.0173779,-110.9309182,"Chulavista, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ6b62ZsmazoYRrBZgRoERYM4,"political, sublocality, sublocality_level_1",2025-11-05T17:37:54.551731
CIMA II,29.1285733,-111.0206473,"Av. Juan Pablo II, El Chaparral, 83179 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJRclODj2BzoYR2k00rXLvdQI,route,2025-11-05T17:37:54.925057
CIMA RESIDENCIAL,29.1472306,-110.9891217,"Hacienda, Almacen, 83105 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJ_6V-FSiHzoYR-33jOkdZmbE,"establishment, point_of_interest",2025-11-05T17:37:55.320444
CINCO DE MAYO,29.0912666,-110.9439576,"5 de Mayo, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ33twOMmFzoYRqVzl_gEv9vQ,"political, sublocality, sublocality_level_1",2025-11-05T17:37:55.673390
CIRENSE RESIDENCIAL,29.1363856,-110.9588024,"Sta. Monica SN-S CFE, Valle Santa Monica, 83104 Hermosillo, Son., Mexico",ROOFTOP,ChIJB7wX1vOGzoYRdazHqoS8mds,"establishment, point_of_interest",2025-11-05T17:37:56.044328
CLUB BRITANIA,29.1270276,-110.9480557,"Club Britania, 83148 Hermosillo, Son., Mexico",APPROXIMATE,ChIJi1QqvmGGzoYRA-v9oFSBBwE,"political, sublocality, sublocality_level_1",2025-11-05T17:37:56.424192
CNOP,29.1322994,-110.9838214,"CNOP, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ22CeNMSGzoYRgProGgt0doU,"political, sublocality, sublocality_level_1",2025-11-05T17:37:56.783121
COL LADRILLERA,29.0894764,-111.0240062,"de la Colonia, Real de Quiroga, 83224 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJHzoTlt2DzoYRqhnNyr4eeAM,route,2025-11-05T17:37:57.136386
COLINA BLANCA,29.1319323,-110.9530852,"Colina Blanca II, 83148 Hermosillo, Son., Mexico",APPROXIMATE,ChIJcYCGIvWGzoYR2bicwSlxmJ8,"political, sublocality, sublocality_level_1",2025-11-05T17:37:57.508323
COLINA DEL VALLE,29.1543126,-110.9710024,"Del Valle, Santa Barbara, 83114 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJH5XJ3B6HzoYRF6kQse-AOOs,route,2025-11-05T17:37:57.884414
COLINAS,29.1212444,-110.9558794,"Las Colinas, Hermosillo, Son., Mexico",APPROXIMATE,ChIJj-Je64iGzoYRcZCLwhcJTHQ,"political, sublocality, sublocality_level_1",2025-11-05T17:37:58.241762
COLINAS DE SAN JAVIER,29.1344871,-110.9468231,"P.º de La Paloma 67, La Paloma III, 83146 Hermosillo, Son., Mexico",ROOFTOP,ChIJLxiojtSHzoYRSn_r-USMVtU,"establishment, point_of_interest",2025-11-05T17:37:58.613368
COLINAS DEL BACHOCO,29.1400708,-110.9488173,"La Paloma III, 83143 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJCV8JVliGzoYRO-AA7YYjjcQ,"establishment, point_of_interest",2025-11-05T17:37:59.004556
COLINAS DEL SOL,29.1508745,-110.9592324,"Colinas del Sol, 83106 Hermosillo, Son., Mexico",APPROXIMATE,ChIJ6an1ZgKHzoYRHhsRMwToGgI,"political, sublocality, sublocality_level_1",2025-11-05T17:37:59.376178
COLINAS II,29.1285733,-111.0206473,"Av. Juan Pablo II, El Chaparral, 83179 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJRclODj2BzoYR2k00rXLvdQI,route,2025-11-05T17:37:59.728473
COLONIA LAS COSECHAS,29.1299729,-111.0308669,"Cosecha Nte., Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJFV-xehqBzoYRXWinymhvYLM,route,2025-11-05T17:38:00.093410
COLONIA RURAL,29.0729673,-110.9559192,"Hermosillo, Sonora, Mexico",APPROXIMATE,ChIJ5a7femiEzoYR-X-I6ZVTPbM,"locality, political",2025-11-05T17:38:00.454791
COLONIA SAN BENITO,29.0860154,-110.9699668,"Colonia, Blvd. Juan Navarrete, La Huerta, 83208 Hermosillo, Son., Mexico",ROOFTOP,ChIJmzQeIj-EzoYRsJcLu-wYySo,"premise, street_address",2025-11-05T17:38:00.837258
COLOSO ALTA,29.086511,-110.9372676,"Circunvalación, Sin Asignación En Nombre de Asentamiento, 83040 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJMTgW0FOFzoYRaQjV8Nf-IKQ,"establishment, point_of_interest, tourist_attraction",2025-11-05T17:38:01.230615
COLOSO NORTE,29.0824315,-110.9342712,"Coloso, Hermosillo, Son., Mexico",APPROXIMATE,ChIJlbj5vbuFzoYRJQcxs9J-nvk,"political, sublocality, sublocality_level_1",2025-11-05T17:38:01.608339
COLOSO ORIENTE,29.0824315,-110.9342712,"Coloso, Hermosillo, Son., Mexico",APPROXIMATE,ChIJlbj5vbuFzoYRJQcxs9J-nvk,"political, sublocality, sublocality_level_1",2025-11-05T17:38:01.961016
COMERCIAL CEDROS,29.0287476,-110.9592324,"Comercial Cedros, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ60R-jtCEzoYRkyhyJMBaPhc,"political, sublocality, sublocality_level_1",2025-11-05T17:38:02.321082
COMPOSTELA RESIDENCIAL,29.0836228,-111.0231715,"Cda. Galena 4, 83224 Hermosillo, Son., Mexico",ROOFTOP,ChIJVUXM-PSDzoYROknoOUN1RTw,"establishment, point_of_interest",2025-11-05T17:38:02.691041
CONDESA,29.0542323,-110.998456,"C. Condesa, 83287 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJQ0vC1X-DzoYRk_E0cMaXXvU,route,2025-11-05T17:38:03.060077
CONDOMINIOS SAN PABLO,29.1291013,-111.0156237,"Priv. K 199-8317, El Chaparral, 83179 Hermosillo, Son., Mexico",ROOFTOP,ChIJMylSfwCBzoYRMvbFOtJ8ong,"beauty_salon, establishment, point_of_interest",2025-11-05T17:38:03.447482
CONQUISTADORES,29.1186483,-110.9994692,"Conquistadores, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ1bQJR0uBzoYRTcKe3sz6CHQ,"political, sublocality, sublocality_level_1",2025-11-05T17:38:03.815865
CONSTITUCIÓN,29.102545,-110.9514087,"Constitucion, Hermosillo, Son., Mexico",APPROXIMATE,ChIJ459SpSyEzoYRxPj8_bmiglA,"political, sublocality, sublocality_level_1",2025-11-05T17:38:04.170534
CORCELES SECC ALTER REAL,29.0761549,-111.0262965,"Alter Real Garden, Calle R. Argento 53, 83243 Hermosillo, Son., Mexico",ROOFTOP,ChIJYaTwVwCDzoYR0NBTjgONpcY,"establishment, park, point_of_interest",2025-11-05T17:38:04.557328
CORCICA,29.0628371,-110.9937297,"Blvd. Antonio Quiroga LT Corsica, Blvd. Camino del Seri, 83287 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJiwKvtX6EzoYRCV9ccs9rj3k,"establishment, point_of_interest",2025-11-05T17:38:04.934255
CORCITA RESIDENCIAL,29.0729673,-110.9559192,"Hermosillo, Sonora, Mexico",APPROXIMATE,ChIJ5a7femiEzoYR-X-I6ZVTPbM,"locality, political",2025-11-05T17:38:05.295896
CORDOBA RESIDENCIAL,29.1509013,-111.0189244,"C. Pedro Salazar Felix, Villa del Real, 83318 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJM8SCKcGBzoYR9SJUczvlfB4,"establishment, point_of_interest",2025-11-05T17:38:05.676169
CORONADO,29.0920443,-111.0009595,"Coronado, Capistrano, Hermosillo, Son., Mexico",APPROXIMATE,ChIJV3tpUfiDzoYR6hrgqePV-kw,"neighborhood, political",2025-11-05T17:38:06.042959
CORSICA RESIDENCIAL,29.0571966,-111.0166746,"Blvd. Camino del Seri & Antonio Quiroga, 83288 Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJSde8kJ6DzoYRiA9pQXjagd0,"establishment, point_of_interest",2025-11-05T17:38:06.406658
CORTIJO PERODISTA,29.1430689,-110.9888555,"C. Carlos Caturegli 963-969, Villas del Cortijo, 83106 Hermosillo, Son., Mexico",ROOFTOP,ChIJ36CEcQCHzoYRg4Jvk1kKpb8,"establishment, point_of_interest, store",2025-11-05T17:38:06.795067
CORTIJO SECCION PERIODISTAS,29.1430689,-110.9888555,"C. Carlos Caturegli 963-969, Villas del Cortijo, 83106 Hermosillo, Son., Mexico",ROOFTOP,ChIJ36CEcQCHzoYRg4Jvk1kKpb8,"establishment, point_of_interest, store",2025-11-05T17:38:07.158170
CORTIJO SECCION PIONEROS,29.1498106,-110.9912727,"El Cortijo Secc Pioneros, Hermosillo, Son., Mexico",APPROXIMATE,ChIJZx8PfimHzoYRJVFQPj1eo6w,"political, sublocality, sublocality_level_1",2025-11-05T17:38:07.528366
CORUÑA,29.0792974,-110.9968465,"Coruña, Hermosillo, Son., Mexico",GEOMETRIC_CENTER,ChIJl8Ps0gqEzoYRBTbWqwum5hc,route,2025-11-05T17:38:07.900580
